source,target,weight
Batrachospermum spp.,Achnanthes lanceolata,0.0
Blue-green algae,Achnanthes lanceolata,0.0
Cyclotella sp.,Achnanthes lanceolata,0.0
Oedogonium spp.,Achnanthes lanceolata,0.0
Ulothrix spp.,Achnanthes lanceolata,0.0
Unknown green algae,Achnanthes lanceolata,0.0
Ameletopsis perscitus,Achnanthes lanceolata,0.0
Amphipoda type 'purple',Achnanthes lanceolata,0.0
Aoteapsyche raruraru,Achnanthes lanceolata,0.0
Aphrophila neozelandicus,Achnanthes lanceolata,0.0
Austroperla cyrene,Achnanthes lanceolata,0.0
Austrosimulium australense,Achnanthes lanceolata,0.0
Coloburiscus humeralis,Achnanthes lanceolata,0.0
Cricotopus sp. Type 'pale',Achnanthes lanceolata,0.0
Cristaperla fimbria,Achnanthes lanceolata,0.0
Deleatidum lilli,Achnanthes lanceolata,0.0
Eukieflidriella brundini,Achnanthes lanceolata,0.0
Hudsonema amabilis,Achnanthes lanceolata,0.0
Hydora nitida,Achnanthes lanceolata,0.0
Hydraena homolaena,Achnanthes lanceolata,0.0
Hydrobiosella stenocerca,Achnanthes lanceolata,0.0
Hydrobiosis sp.,Achnanthes lanceolata,0.0
Hydrophilidae,Achnanthes lanceolata,0.0
Isopoda,Achnanthes lanceolata,0.0
Lumbriculiid type 'II',Achnanthes lanceolata,0.0
Maoridiamesia sp.,Achnanthes lanceolata,0.0
Megaleptoperla grandis,Achnanthes lanceolata,0.0
Naonella forsythii,Achnanthes lanceolata,0.0
Paracalliope fluviatalus,Achnanthes lanceolata,0.0
Podaena sp.,Achnanthes lanceolata,0.0
Potamopyrgus antipodarum,Achnanthes lanceolata,0.0
Pycnocentria evecta,Achnanthes lanceolata,0.0
Rhabdomastrix sp.,Achnanthes lanceolata,0.0
Scirtidae type 'broad',Achnanthes lanceolata,0.0
Stenoperla prasinia,Achnanthes lanceolata,0.0
Stictocladius sp.,Achnanthes lanceolata,0.0
Tanypodini sp.,Achnanthes lanceolata,0.0
Tanytarsini sp.,Achnanthes lanceolata,0.0
Tiphobiosis montana,Achnanthes lanceolata,0.0
Zelandobius confusus,Achnanthes lanceolata,0.0
Zelandoperla fenestrata,Achnanthes lanceolata,0.0
Paranephrops zelandicus,Achnanthes lanceolata,0.0
Salmo trutta,Achnanthes lanceolata,0.0
Galaxias brevipennis,Achnanthes lanceolata,0.0
Terrestrial invertebrate remains,Cocconeis placentual,0.0
Terrestrial plant material,Cocconeis placentual,0.0
Unidentified organic detritus,Cocconeis placentual,0.0
Achnanthes lanceolata,Cocconeis placentual,0.0
Cocconeis placentual,Cocconeis placentual,0.0
Cymbella aspera,Cocconeis placentual,0.0
Epithemis turgida,Cocconeis placentual,0.0
Fragilaria vaucheriae,Cocconeis placentual,0.0
Frustulia rhomboides,Cocconeis placentual,0.0
Gomphoneis herculeana var. robusta,Cocconeis placentual,0.0
Gomphonema angustatum,Cocconeis placentual,0.0
Gomphonema parvulum,Cocconeis placentual,0.0
Gomphonema sp. II,Cocconeis placentual,0.0
Gomphonema subclavatum,Cocconeis placentual,0.0
Gomphonema truncatum,Cocconeis placentual,0.0
Melosira granulata,Cocconeis placentual,0.0
Navicula avenacea,Cocconeis placentual,0.0
Navicula placentula,Cocconeis placentual,0.0
Nitzschia linearis,Cocconeis placentual,0.0
Pinnularia borealis,Cocconeis placentual,0.0
Rhoicosphenia curvata,Cocconeis placentual,0.0
Surirella elegans,Cocconeis placentual,0.0
Synedra rumpens,Cocconeis placentual,0.0
Synedra ulna,Cocconeis placentual,0.0
Tabellaria flocculosa,Cocconeis placentual,0.0
Batrachospermum spp.,Cocconeis placentual,0.0
Blue-green algae,Cocconeis placentual,0.0
Cyclotella sp.,Cocconeis placentual,0.0
Oedogonium spp.,Cocconeis placentual,0.0
Ulothrix spp.,Cocconeis placentual,0.0
Unknown green algae,Cocconeis placentual,0.0
Ameletopsis perscitus,Cocconeis placentual,0.0
Amphipoda type 'purple',Cocconeis placentual,0.0
Aoteapsyche raruraru,Cocconeis placentual,0.0
Aphrophila neozelandicus,Cocconeis placentual,0.0
Austroperla cyrene,Cocconeis placentual,0.0
Austrosimulium australense,Cocconeis placentual,0.0
Coloburiscus humeralis,Cocconeis placentual,0.0
Cricotopus sp. Type 'pale',Cocconeis placentual,0.0
Cristaperla fimbria,Cocconeis placentual,0.0
Deleatidum lilli,Cocconeis placentual,0.0
Eukieflidriella brundini,Cocconeis placentual,0.0
Hudsonema amabilis,Cocconeis placentual,0.0
Hydora nitida,Cocconeis placentual,0.0
Hydraena homolaena,Cocconeis placentual,0.0
Hydrobiosella stenocerca,Cocconeis placentual,0.0
Hydrobiosis sp.,Cocconeis placentual,0.0
Hydrophilidae,Cocconeis placentual,0.0
Isopoda,Cocconeis placentual,0.0
Lumbriculiid type 'II',Cocconeis placentual,0.0
Maoridiamesia sp.,Cocconeis placentual,0.0
Megaleptoperla grandis,Cocconeis placentual,0.0
Naonella forsythii,Cocconeis placentual,0.0
Paracalliope fluviatalus,Cocconeis placentual,0.0
Podaena sp.,Cocconeis placentual,0.0
Potamopyrgus antipodarum,Cocconeis placentual,0.0
Pycnocentria evecta,Cocconeis placentual,0.0
Rhabdomastrix sp.,Cocconeis placentual,0.0
Scirtidae type 'broad',Cocconeis placentual,0.0
Stenoperla prasinia,Cocconeis placentual,0.0
Stictocladius sp.,Cocconeis placentual,0.0
Tanypodini sp.,Cocconeis placentual,0.0
Tanytarsini sp.,Cocconeis placentual,0.0
Tiphobiosis montana,Cocconeis placentual,0.0
Zelandobius confusus,Cocconeis placentual,0.0
Zelandoperla fenestrata,Cocconeis placentual,0.0
Paranephrops zelandicus,Cocconeis placentual,0.0
Salmo trutta,Cocconeis placentual,0.0
Galaxias brevipennis,Cocconeis placentual,0.0
Terrestrial invertebrate remains,Cymbella aspera,0.0
Terrestrial plant material,Cymbella aspera,0.0
Unidentified organic detritus,Cymbella aspera,0.0
Achnanthes lanceolata,Cymbella aspera,0.0
Cocconeis placentual,Cymbella aspera,0.0
Cymbella aspera,Cymbella aspera,0.0
Epithemis turgida,Cymbella aspera,0.0
Fragilaria vaucheriae,Cymbella aspera,0.0
Frustulia rhomboides,Cymbella aspera,0.0
Gomphoneis herculeana var. robusta,Cymbella aspera,0.0
Gomphonema angustatum,Cymbella aspera,0.0
Gomphonema parvulum,Cymbella aspera,0.0
Gomphonema sp. II,Cymbella aspera,0.0
Gomphonema subclavatum,Cymbella aspera,0.0
Gomphonema truncatum,Cymbella aspera,0.0
Melosira granulata,Cymbella aspera,0.0
Navicula avenacea,Cymbella aspera,0.0
Navicula placentula,Cymbella aspera,0.0
Nitzschia linearis,Cymbella aspera,0.0
Pinnularia borealis,Cymbella aspera,0.0
Rhoicosphenia curvata,Cymbella aspera,0.0
Surirella elegans,Cymbella aspera,0.0
Synedra rumpens,Cymbella aspera,0.0
Synedra ulna,Cymbella aspera,0.0
Tabellaria flocculosa,Cymbella aspera,0.0
Batrachospermum spp.,Cymbella aspera,0.0
Blue-green algae,Cymbella aspera,0.0
Cyclotella sp.,Cymbella aspera,0.0
Oedogonium spp.,Cymbella aspera,0.0
Ulothrix spp.,Cymbella aspera,0.0
Unknown green algae,Cymbella aspera,0.0
Ameletopsis perscitus,Cymbella aspera,0.0
Amphipoda type 'purple',Cymbella aspera,0.0
Aoteapsyche raruraru,Cymbella aspera,0.0
Aphrophila neozelandicus,Cymbella aspera,0.0
Austroperla cyrene,Cymbella aspera,0.0
Austrosimulium australense,Cymbella aspera,0.0
Coloburiscus humeralis,Cymbella aspera,0.0
Cricotopus sp. Type 'pale',Cymbella aspera,0.0
Cristaperla fimbria,Cymbella aspera,0.0
Deleatidum lilli,Cymbella aspera,0.0
Eukieflidriella brundini,Cymbella aspera,0.0
Hudsonema amabilis,Cymbella aspera,0.0
Hydora nitida,Cymbella aspera,0.0
Hydraena homolaena,Cymbella aspera,0.0
Hydrobiosella stenocerca,Cymbella aspera,0.0
Hydrobiosis sp.,Cymbella aspera,0.0
Hydrophilidae,Cymbella aspera,0.0
Isopoda,Cymbella aspera,0.0
Lumbriculiid type 'II',Cymbella aspera,0.0
Maoridiamesia sp.,Cymbella aspera,0.0
Megaleptoperla grandis,Cymbella aspera,0.0
Naonella forsythii,Cymbella aspera,0.0
Paracalliope fluviatalus,Cymbella aspera,0.0
Podaena sp.,Cymbella aspera,0.0
Potamopyrgus antipodarum,Cymbella aspera,0.0
Pycnocentria evecta,Cymbella aspera,0.0
Rhabdomastrix sp.,Cymbella aspera,0.0
Scirtidae type 'broad',Cymbella aspera,0.0
Stenoperla prasinia,Cymbella aspera,0.0
Stictocladius sp.,Cymbella aspera,0.0
Tanypodini sp.,Cymbella aspera,0.0
Tanytarsini sp.,Cymbella aspera,0.0
Tiphobiosis montana,Cymbella aspera,0.0
Zelandobius confusus,Cymbella aspera,0.0
Zelandoperla fenestrata,Cymbella aspera,0.0
Paranephrops zelandicus,Cymbella aspera,0.0
Salmo trutta,Cymbella aspera,0.0
Galaxias brevipennis,Cymbella aspera,0.0
Terrestrial invertebrate remains,Epithemis turgida,0.0
Terrestrial plant material,Epithemis turgida,0.0
Unidentified organic detritus,Epithemis turgida,0.0
Achnanthes lanceolata,Epithemis turgida,0.0
Cocconeis placentual,Epithemis turgida,0.0
Cymbella aspera,Epithemis turgida,0.0
Epithemis turgida,Epithemis turgida,0.0
Fragilaria vaucheriae,Epithemis turgida,0.0
Frustulia rhomboides,Epithemis turgida,0.0
Gomphoneis herculeana var. robusta,Epithemis turgida,0.0
Gomphonema angustatum,Epithemis turgida,0.0
Gomphonema parvulum,Epithemis turgida,0.0
Gomphonema sp. II,Epithemis turgida,0.0
Gomphonema subclavatum,Epithemis turgida,0.0
Gomphonema truncatum,Epithemis turgida,0.0
Melosira granulata,Epithemis turgida,0.0
Navicula avenacea,Epithemis turgida,0.0
Navicula placentula,Epithemis turgida,0.0
Nitzschia linearis,Epithemis turgida,0.0
Pinnularia borealis,Epithemis turgida,0.0
Rhoicosphenia curvata,Epithemis turgida,0.0
Surirella elegans,Epithemis turgida,0.0
Synedra rumpens,Epithemis turgida,0.0
Synedra ulna,Epithemis turgida,0.0
Tabellaria flocculosa,Epithemis turgida,0.0
Batrachospermum spp.,Epithemis turgida,0.0
Blue-green algae,Epithemis turgida,0.0
Cyclotella sp.,Epithemis turgida,0.0
Oedogonium spp.,Epithemis turgida,0.0
Ulothrix spp.,Epithemis turgida,0.0
Unknown green algae,Epithemis turgida,0.0
Ameletopsis perscitus,Epithemis turgida,0.0
Amphipoda type 'purple',Epithemis turgida,0.0
Aoteapsyche raruraru,Epithemis turgida,0.0
Aphrophila neozelandicus,Epithemis turgida,0.0
Austroperla cyrene,Epithemis turgida,0.0
Austrosimulium australense,Epithemis turgida,0.0
Coloburiscus humeralis,Epithemis turgida,0.0
Cricotopus sp. Type 'pale',Epithemis turgida,0.0
Cristaperla fimbria,Epithemis turgida,0.0
Deleatidum lilli,Epithemis turgida,0.0
Eukieflidriella brundini,Epithemis turgida,0.0
Hudsonema amabilis,Epithemis turgida,0.0
Hydora nitida,Epithemis turgida,0.0
Hydraena homolaena,Epithemis turgida,0.0
Hydrobiosella stenocerca,Epithemis turgida,0.0
Hydrobiosis sp.,Epithemis turgida,0.0
Hydrophilidae,Epithemis turgida,0.0
Isopoda,Epithemis turgida,0.0
Lumbriculiid type 'II',Epithemis turgida,0.0
Maoridiamesia sp.,Epithemis turgida,0.0
Megaleptoperla grandis,Epithemis turgida,0.0
Naonella forsythii,Epithemis turgida,0.0
Paracalliope fluviatalus,Epithemis turgida,0.0
Podaena sp.,Epithemis turgida,0.0
Potamopyrgus antipodarum,Epithemis turgida,0.0
Pycnocentria evecta,Epithemis turgida,0.0
Rhabdomastrix sp.,Epithemis turgida,0.0
Scirtidae type 'broad',Epithemis turgida,0.0
Stenoperla prasinia,Epithemis turgida,0.0
Stictocladius sp.,Epithemis turgida,0.0
Tanypodini sp.,Epithemis turgida,0.0
Tanytarsini sp.,Epithemis turgida,0.0
Tiphobiosis montana,Epithemis turgida,0.0
Zelandobius confusus,Epithemis turgida,0.0
Zelandoperla fenestrata,Epithemis turgida,0.0
Paranephrops zelandicus,Epithemis turgida,0.0
Salmo trutta,Epithemis turgida,0.0
Galaxias brevipennis,Epithemis turgida,0.0
Terrestrial invertebrate remains,Fragilaria vaucheriae,0.0
Terrestrial plant material,Fragilaria vaucheriae,0.0
Unidentified organic detritus,Fragilaria vaucheriae,0.0
Achnanthes lanceolata,Fragilaria vaucheriae,0.0
Cocconeis placentual,Fragilaria vaucheriae,0.0
Cymbella aspera,Fragilaria vaucheriae,0.0
Epithemis turgida,Fragilaria vaucheriae,0.0
Fragilaria vaucheriae,Fragilaria vaucheriae,0.0
Frustulia rhomboides,Fragilaria vaucheriae,0.0
Gomphoneis herculeana var. robusta,Fragilaria vaucheriae,0.0
Gomphonema angustatum,Fragilaria vaucheriae,0.0
Gomphonema parvulum,Fragilaria vaucheriae,0.0
Gomphonema sp. II,Fragilaria vaucheriae,0.0
Gomphonema subclavatum,Fragilaria vaucheriae,0.0
Gomphonema truncatum,Fragilaria vaucheriae,0.0
Melosira granulata,Fragilaria vaucheriae,0.0
Navicula avenacea,Fragilaria vaucheriae,0.0
Navicula placentula,Fragilaria vaucheriae,0.0
Nitzschia linearis,Fragilaria vaucheriae,0.0
Pinnularia borealis,Fragilaria vaucheriae,0.0
Rhoicosphenia curvata,Fragilaria vaucheriae,0.0
Surirella elegans,Fragilaria vaucheriae,0.0
Synedra rumpens,Fragilaria vaucheriae,0.0
Synedra ulna,Fragilaria vaucheriae,0.0
Tabellaria flocculosa,Fragilaria vaucheriae,0.0
Batrachospermum spp.,Fragilaria vaucheriae,0.0
Blue-green algae,Fragilaria vaucheriae,0.0
Cyclotella sp.,Fragilaria vaucheriae,0.0
Oedogonium spp.,Fragilaria vaucheriae,0.0
Ulothrix spp.,Fragilaria vaucheriae,0.0
Unknown green algae,Fragilaria vaucheriae,0.0
Ameletopsis perscitus,Fragilaria vaucheriae,0.0
Amphipoda type 'purple',Fragilaria vaucheriae,0.0
Aoteapsyche raruraru,Fragilaria vaucheriae,0.0
Aphrophila neozelandicus,Fragilaria vaucheriae,0.0
Austroperla cyrene,Fragilaria vaucheriae,0.0
Austrosimulium australense,Fragilaria vaucheriae,0.0
Coloburiscus humeralis,Fragilaria vaucheriae,0.0
Cricotopus sp. Type 'pale',Fragilaria vaucheriae,0.0
Cristaperla fimbria,Fragilaria vaucheriae,0.0
Deleatidum lilli,Fragilaria vaucheriae,0.0
Eukieflidriella brundini,Fragilaria vaucheriae,0.0
Hudsonema amabilis,Fragilaria vaucheriae,0.0
Hydora nitida,Fragilaria vaucheriae,0.0
Hydraena homolaena,Fragilaria vaucheriae,0.0
Hydrobiosella stenocerca,Fragilaria vaucheriae,0.0
Hydrobiosis sp.,Fragilaria vaucheriae,0.0
Hydrophilidae,Fragilaria vaucheriae,0.0
Isopoda,Fragilaria vaucheriae,0.0
Lumbriculiid type 'II',Fragilaria vaucheriae,0.0
Maoridiamesia sp.,Fragilaria vaucheriae,0.0
Megaleptoperla grandis,Fragilaria vaucheriae,0.0
Naonella forsythii,Fragilaria vaucheriae,0.0
Paracalliope fluviatalus,Fragilaria vaucheriae,0.0
Podaena sp.,Fragilaria vaucheriae,0.0
Potamopyrgus antipodarum,Fragilaria vaucheriae,0.0
Pycnocentria evecta,Fragilaria vaucheriae,0.0
Rhabdomastrix sp.,Fragilaria vaucheriae,0.0
