source,target,weight
Prosopium williamsoni,Tetraonchus.1,20.7
Ptychocheilus oregonensis,Tetraonchus.1,0
Rhinichthys cataractae,Tetraonchus.1,0
Richardsonius balteatus,Tetraonchus.1,0
Salmo gairdneri,Tetraonchus.1,0
Salvelinus malma,Tetraonchus.1,0
Salvelinus namaycush,Tetraonchus.1,0
Host species,Octomacrum,6
Catostomus catostomus,Octomacrum,0
Catostomus macrocheilus,Octomacrum,0
Cottus asper,Octomacrum,0
Cottus cognatus,Octomacrum,0
Lota lota,Octomacrum,0
Mylocheilus caurinus,Octomacrum,0
Oncorhynchus nerka,Octomacrum,0
Oncorhynchus tshawytscha,Octomacrum,1.8
Prosopium williamsoni,Octomacrum,0
Ptychocheilus oregonensis,Octomacrum,0
Rhinichthys cataractae,Octomacrum,0
Richardsonius balteatus,Octomacrum,0
Salmo gairdneri,Octomacrum,0
Salvelinus malma,Octomacrum,0
Salvelinus namaycush,Octomacrum,0
Host species,Octomacrum.1,7
Catostomus catostomus,Octomacrum.1,0
Catostomus macrocheilus,Octomacrum.1,0
Cottus asper,Octomacrum.1,0
Cottus cognatus,Octomacrum.1,0
Lota lota,Octomacrum.1,0
Mylocheilus caurinus,Octomacrum.1,4.5
Oncorhynchus nerka,Octomacrum.1,0
Oncorhynchus tshawytscha,Octomacrum.1,0
Prosopium williamsoni,Octomacrum.1,0
Ptychocheilus oregonensis,Octomacrum.1,0
Rhinichthys cataractae,Octomacrum.1,0
Richardsonius balteatus,Octomacrum.1,0
Salmo gairdneri,Octomacrum.1,0
Salvelinus malma,Octomacrum.1,0
Salvelinus namaycush,Octomacrum.1,0
Host species,Allocreadium,8
Catostomus catostomus,Allocreadium,0
Catostomus macrocheilus,Allocreadium,0
Cottus asper,Allocreadium,0
Cottus cognatus,Allocreadium,0
Lota lota,Allocreadium,0
Mylocheilus caurinus,Allocreadium,27.3
Oncorhynchus nerka,Allocreadium,0
Oncorhynchus tshawytscha,Allocreadium,0
Prosopium williamsoni,Allocreadium,0
Ptychocheilus oregonensis,Allocreadium,0
Rhinichthys cataractae,Allocreadium,0
Richardsonius balteatus,Allocreadium,0
Salmo gairdneri,Allocreadium,0
Salvelinus malma,Allocreadium,0
Salvelinus namaycush,Allocreadium,0
Host species,Bunodera,9
Catostomus catostomus,Bunodera,0
Catostomus macrocheilus,Bunodera,0
Cottus asper,Bunodera,0
Cottus cognatus,Bunodera,0
Lota lota,Bunodera,0
Mylocheilus caurinus,Bunodera,0
Oncorhynchus nerka,Bunodera,0
Oncorhynchus tshawytscha,Bunodera,0
Prosopium williamsoni,Bunodera,0
Ptychocheilus oregonensis,Bunodera,0
Rhinichthys cataractae,Bunodera,0
Richardsonius balteatus,Bunodera,0
Salmo gairdneri,Bunodera,3.1
Salvelinus malma,Bunodera,0
Salvelinus namaycush,Bunodera,0
Host species,Crepidostomum,10
Catostomus catostomus,Crepidostomum,0
Catostomus macrocheilus,Crepidostomum,0
Cottus asper,Crepidostomum,0
Cottus cognatus,Crepidostomum,0
Lota lota,Crepidostomum,22.2
Mylocheilus caurinus,Crepidostomum,0
Oncorhynchus nerka,Crepidostomum,5.6
Oncorhynchus tshawytscha,Crepidostomum,1.8
Prosopium williamsoni,Crepidostomum,5.5
Ptychocheilus oregonensis,Crepidostomum,0
Rhinichthys cataractae,Crepidostomum,0
Richardsonius balteatus,Crepidostomum,0
Salmo gairdneri,Crepidostomum,24.5
Salvelinus malma,Crepidostomum,25.9
Salvelinus namaycush,Crepidostomum,0
Host species,Phyllodistomum,11
Catostomus catostomus,Phyllodistomum,0
Catostomus macrocheilus,Phyllodistomum,0
Cottus asper,Phyllodistomum,0
Cottus cognatus,Phyllodistomum,0
Lota lota,Phyllodistomum,0
Mylocheilus caurinus,Phyllodistomum,0
Oncorhynchus nerka,Phyllodistomum,0
Oncorhynchus tshawytscha,Phyllodistomum,0
Prosopium williamsoni,Phyllodistomum,0
Ptychocheilus oregonensis,Phyllodistomum,0
Rhinichthys cataractae,Phyllodistomum,0
Richardsonius balteatus,Phyllodistomum,0
Salmo gairdneri,Phyllodistomum,1
Salvelinus malma,Phyllodistomum,0
Salvelinus namaycush,Phyllodistomum,7.7
Host species,Brachyphallus,12
Catostomus catostomus,Brachyphallus,0
Catostomus macrocheilus,Brachyphallus,0
Cottus asper,Brachyphallus,0
Cottus cognatus,Brachyphallus,0
Lota lota,Brachyphallus,0
Mylocheilus caurinus,Brachyphallus,0
Oncorhynchus nerka,Brachyphallus,0
Oncorhynchus tshawytscha,Brachyphallus,3.5
Prosopium williamsoni,Brachyphallus,0
Ptychocheilus oregonensis,Brachyphallus,0
Rhinichthys cataractae,Brachyphallus,0
Richardsonius balteatus,Brachyphallus,0
Salmo gairdneri,Brachyphallus,0
Salvelinus malma,Brachyphallus,0
Salvelinus namaycush,Brachyphallus,0
Host species,Genolinea,13
Catostomus catostomus,Genolinea,0
Catostomus macrocheilus,Genolinea,0
Cottus asper,Genolinea,0
Cottus cognatus,Genolinea,0
Lota lota,Genolinea,0
Mylocheilus caurinus,Genolinea,0
Oncorhynchus nerka,Genolinea,0
Oncorhynchus tshawytscha,Genolinea,1.8
Prosopium williamsoni,Genolinea,0
Ptychocheilus oregonensis,Genolinea,0
Rhinichthys cataractae,Genolinea,0
Richardsonius balteatus,Genolinea,0
Salmo gairdneri,Genolinea,0
Salvelinus malma,Genolinea,0
Salvelinus namaycush,Genolinea,0
Host species,Lampritrema,14
Catostomus catostomus,Lampritrema,0
Catostomus macrocheilus,Lampritrema,0
Cottus asper,Lampritrema,0
Cottus cognatus,Lampritrema,0
Lota lota,Lampritrema,0
Mylocheilus caurinus,Lampritrema,0
Oncorhynchus nerka,Lampritrema,0
Oncorhynchus tshawytscha,Lampritrema,1.8
Prosopium williamsoni,Lampritrema,0
Ptychocheilus oregonensis,Lampritrema,0
Rhinichthys cataractae,Lampritrema,0
Richardsonius balteatus,Lampritrema,0
Salmo gairdneri,Lampritrema,0
Salvelinus malma,Lampritrema,0
Salvelinus namaycush,Lampritrema,0
Host species,Diplostomum,15
Catostomus catostomus,Diplostomum,0
Catostomus macrocheilus,Diplostomum,0
Cottus asper,Diplostomum,0
Cottus cognatus,Diplostomum,0
Lota lota,Diplostomum,0
Mylocheilus caurinus,Diplostomum,72.7
Oncorhynchus nerka,Diplostomum,0
Oncorhynchus tshawytscha,Diplostomum,0
Prosopium williamsoni,Diplostomum,0.7
Ptychocheilus oregonensis,Diplostomum,0
Rhinichthys cataractae,Diplostomum,0
Richardsonius balteatus,Diplostomum,0
Salmo gairdneri,Diplostomum,3.1
Salvelinus malma,Diplostomum,0
Salvelinus namaycush,Diplostomum,0
Host species,Diplostomum.1,16
Catostomus catostomus,Diplostomum.1,2
Catostomus macrocheilus,Diplostomum.1,2.3
Cottus asper,Diplostomum.1,0
Cottus cognatus,Diplostomum.1,4.3
Lota lota,Diplostomum.1,0
Mylocheilus caurinus,Diplostomum.1,0
Oncorhynchus nerka,Diplostomum.1,0
Oncorhynchus tshawytscha,Diplostomum.1,0
Prosopium williamsoni,Diplostomum.1,3.4
Ptychocheilus oregonensis,Diplostomum.1,0
Rhinichthys cataractae,Diplostomum.1,0
Richardsonius balteatus,Diplostomum.1,10
Salmo gairdneri,Diplostomum.1,1
Salvelinus malma,Diplostomum.1,2.4
Salvelinus namaycush,Diplostomum.1,38.5
Host species,Neascus,17
Catostomus catostomus,Neascus,6.1
Catostomus macrocheilus,Neascus,0
Cottus asper,Neascus,0
Cottus cognatus,Neascus,0
Lota lota,Neascus,0
Mylocheilus caurinus,Neascus,0
Oncorhynchus nerka,Neascus,0
Oncorhynchus tshawytscha,Neascus,1.8
Prosopium williamsoni,Neascus,0
Ptychocheilus oregonensis,Neascus,0
Rhinichthys cataractae,Neascus,0
Richardsonius balteatus,Neascus,0
Salmo gairdneri,Neascus,0
Salvelinus malma,Neascus,0
Salvelinus namaycush,Neascus,0
Host species,Tetracotyle,18
Catostomus catostomus,Tetracotyle,6.1
Catostomus macrocheilus,Tetracotyle,7
Cottus asper,Tetracotyle,0
Cottus cognatus,Tetracotyle,8.7
Lota lota,Tetracotyle,0
Mylocheilus caurinus,Tetracotyle,13.6
Oncorhynchus nerka,Tetracotyle,5.6
Oncorhynchus tshawytscha,Tetracotyle,0
Prosopium williamsoni,Tetracotyle,4.8
Ptychocheilus oregonensis,Tetracotyle,35
Rhinichthys cataractae,Tetracotyle,0
Richardsonius balteatus,Tetracotyle,25
Salmo gairdneri,Tetracotyle,6.1
Salvelinus malma,Tetracotyle,4.7
Salvelinus namaycush,Tetracotyle,7.7
Host species,Glaridacris,19
Catostomus catostomus,Glaridacris,24.5
Catostomus macrocheilus,Glaridacris,0
Cottus asper,Glaridacris,0
Cottus cognatus,Glaridacris,0
Lota lota,Glaridacris,0
Mylocheilus caurinus,Glaridacris,0
Oncorhynchus nerka,Glaridacris,0
Oncorhynchus tshawytscha,Glaridacris,0
Prosopium williamsoni,Glaridacris,0
Ptychocheilus oregonensis,Glaridacris,0
Rhinichthys cataractae,Glaridacris,0
Richardsonius balteatus,Glaridacris,0
Salmo gairdneri,Glaridacris,0
Salvelinus malma,Glaridacris,0
Salvelinus namaycush,Glaridacris,0
Host species,Proteocephalus,20
Catostomus catostomus,Proteocephalus,0
Catostomus macrocheilus,Proteocephalus,0
Cottus asper,Proteocephalus,0
Cottus cognatus,Proteocephalus,0
Lota lota,Proteocephalus,0
Mylocheilus caurinus,Proteocephalus,0
Oncorhynchus nerka,Proteocephalus,0
Oncorhynchus tshawytscha,Proteocephalus,0
Prosopium williamsoni,Proteocephalus,0
Ptychocheilus oregonensis,Proteocephalus,50
Rhinichthys cataractae,Proteocephalus,0
Richardsonius balteatus,Proteocephalus,0
Salmo gairdneri,Proteocephalus,0
Salvelinus malma,Proteocephalus,0
Salvelinus namaycush,Proteocephalus,0
Host species,Proteocephalus.1,21
Catostomus catostomus,Proteocephalus.1,0
Catostomus macrocheilus,Proteocephalus.1,0
Cottus asper,Proteocephalus.1,0
Cottus cognatus,Proteocephalus.1,0
Lota lota,Proteocephalus.1,0
Mylocheilus caurinus,Proteocephalus.1,0
Oncorhynchus nerka,Proteocephalus.1,0
Oncorhynchus tshawytscha,Proteocephalus.1,0
Prosopium williamsoni,Proteocephalus.1,0
Ptychocheilus oregonensis,Proteocephalus.1,0
Rhinichthys cataractae,Proteocephalus.1,0
Richardsonius balteatus,Proteocephalus.1,0
Salmo gairdneri,Proteocephalus.1,0
Salvelinus malma,Proteocephalus.1,12.9
Salvelinus namaycush,Proteocephalus.1,0
Host species,Proteocephalus.2,22
Catostomus catostomus,Proteocephalus.2,0
Catostomus macrocheilus,Proteocephalus.2,0
Cottus asper,Proteocephalus.2,10.5
Cottus cognatus,Proteocephalus.2,0
Lota lota,Proteocephalus.2,0
Mylocheilus caurinus,Proteocephalus.2,13.6
Oncorhynchus nerka,Proteocephalus.2,5.6
Oncorhynchus tshawytscha,Proteocephalus.2,0
Prosopium williamsoni,Proteocephalus.2,2.1
Ptychocheilus oregonensis,Proteocephalus.2,0
Rhinichthys cataractae,Proteocephalus.2,0
Richardsonius balteatus,Proteocephalus.2,0
Salmo gairdneri,Proteocephalus.2,0
Salvelinus malma,Proteocephalus.2,2.4
Salvelinus namaycush,Proteocephalus.2,0
Host species,Proteocephalus.3,23
Catostomus catostomus,Proteocephalus.3,0
Catostomus macrocheilus,Proteocephalus.3,0
Cottus asper,Proteocephalus.3,0
Cottus cognatus,Proteocephalus.3,0
Lota lota,Proteocephalus.3,0
Mylocheilus caurinus,Proteocephalus.3,0
Oncorhynchus nerka,Proteocephalus.3,0
Oncorhynchus tshawytscha,Proteocephalus.3,0
Prosopium williamsoni,Proteocephalus.3,0
Ptychocheilus oregonensis,Proteocephalus.3,0
Rhinichthys cataractae,Proteocephalus.3,0
Richardsonius balteatus,Proteocephalus.3,0
Salmo gairdneri,Proteocephalus.3,10.2
Salvelinus malma,Proteocephalus.3,0
Salvelinus namaycush,Proteocephalus.3,0
Host species,Bothriocephalus,24
Catostomus catostomus,Bothriocephalus,0
Catostomus macrocheilus,Bothriocephalus,0
Cottus asper,Bothriocephalus,0
Cottus cognatus,Bothriocephalus,0
Lota lota,Bothriocephalus,0
Mylocheilus caurinus,Bothriocephalus,0
Oncorhynchus nerka,Bothriocephalus,0
Oncorhynchus tshawytscha,Bothriocephalus,0
Prosopium williamsoni,Bothriocephalus,0
Ptychocheilus oregonensis,Bothriocephalus,35
Rhinichthys cataractae,Bothriocephalus,0
Richardsonius balteatus,Bothriocephalus,0
Salmo gairdneri,Bothriocephalus,0
Salvelinus malma,Bothriocephalus,0
Salvelinus namaycush,Bothriocephalus,0
Host species,Diphyllobothrium,25
Catostomus catostomus,Diphyllobothrium,0
Catostomus macrocheilus,Diphyllobothrium,0
Cottus asper,Diphyllobothrium,0
Cottus cognatus,Diphyllobothrium,0
Lota lota,Diphyllobothrium,0
Mylocheilus caurinus,Diphyllobothrium,0
Oncorhynchus nerka,Diphyllobothrium,22.2
Oncorhynchus tshawytscha,Diphyllobothrium,0
Prosopium williamsoni,Diphyllobothrium,4.8
Ptychocheilus oregonensis,Diphyllobothrium,0
Rhinichthys cataractae,Diphyllobothrium,0
Richardsonius balteatus,Diphyllobothrium,0
Salmo gairdneri,Diphyllobothrium,2
Salvelinus malma,Diphyllobothrium,0
Salvelinus namaycush,Diphyllobothrium,15.4
Host species,Eubothrium,26
Catostomus catostomus,Eubothrium,0
Catostomus macrocheilus,Eubothrium,0
Cottus asper,Eubothrium,0
Cottus cognatus,Eubothrium,0
Lota lota,Eubothrium,0
Mylocheilus caurinus,Eubothrium,0
Oncorhynchus nerka,Eubothrium,0
Oncorhynchus tshawytscha,Eubothrium,10.5
Prosopium williamsoni,Eubothrium,2.1
Ptychocheilus oregonensis,Eubothrium,0
Rhinichthys cataractae,Eubothrium,0
Richardsonius balteatus,Eubothrium,0
Salmo gairdneri,Eubothrium,1
Salvelinus malma,Eubothrium,44.7
Salvelinus namaycush,Eubothrium,100
Host species,Ligula,27
Catostomus catostomus,Ligula,0
Catostomus macrocheilus,Ligula,0
Cottus asper,Ligula,0
Cottus cognatus,Ligula,0
Lota lota,Ligula,0
Mylocheilus caurinus,Ligula,4.5
Oncorhynchus nerka,Ligula,0
Oncorhynchus tshawytscha,Ligula,0
Prosopium williamsoni,Ligula,0
Ptychocheilus oregonensis,Ligula,0
Rhinichthys cataractae,Ligula,0
Richardsonius balteatus,Ligula,0
Salmo gairdneri,Ligula,0
Salvelinus malma,Ligula,0
Salvelinus namaycush,Ligula,0
Host species,Phyllobothrium,28
Catostomus catostomus,Phyllobothrium,0
Catostomus macrocheilus,Phyllobothrium,0
Cottus asper,Phyllobothrium,0
Cottus cognatus,Phyllobothrium,0
Lota lota,Phyllobothrium,0
Mylocheilus caurinus,Phyllobothrium,0
Oncorhynchus nerka,Phyllobothrium,0
Oncorhynchus tshawytscha,Phyllobothrium,3.5
Prosopium williamsoni,Phyllobothrium,0
Ptychocheilus oregonensis,Phyllobothrium,0
Rhinichthys cataractae,Phyllobothrium,0
Richardsonius balteatus,Phyllobothrium,0
Salmo gairdneri,Phyllobothrium,0
Salvelinus malma,Phyllobothrium,0
Salvelinus namaycush,Phyllobothrium,0
Host species,Hysterothylacium,29
Catostomus catostomus,Hysterothylacium,0
Catostomus macrocheilus,Hysterothylacium,0
Cottus asper,Hysterothylacium,0
Cottus cognatus,Hysterothylacium,0
Lota lota,Hysterothylacium,44.4
Mylocheilus caurinus,Hysterothylacium,0
Oncorhynchus nerka,Hysterothylacium,0
Oncorhynchus tshawytscha,Hysterothylacium,0
Prosopium williamsoni,Hysterothylacium,0
Ptychocheilus oregonensis,Hysterothylacium,0
Rhinichthys cataractae,Hysterothylacium,0
Richardsonius balteatus,Hysterothylacium,0
Salmo gairdneri,Hysterothylacium,0
Salvelinus malma,Hysterothylacium,0
Salvelinus namaycush,Hysterothylacium,0
Host species,Eustrongylides,30
Catostomus catostomus,Eustrongylides,0
Catostomus macrocheilus,Eustrongylides,0
Cottus asper,Eustrongylides,0
Cottus cognatus,Eustrongylides,0
Lota lota,Eustrongylides,22.2
Mylocheilus caurinus,Eustrongylides,0
Oncorhynchus nerka,Eustrongylides,0
Oncorhynchus tshawytscha,Eustrongylides,0
Prosopium williamsoni,Eustrongylides,3.4
Ptychocheilus oregonensis,Eustrongylides,10
Rhinichthys cataractae,Eustrongylides,0
Richardsonius balteatus,Eustrongylides,0
Salmo gairdneri,Eustrongylides,1
Salvelinus malma,Eustrongylides,3.5
Salvelinus namaycush,Eustrongylides,0
Host species,Philometroides,31
Catostomus catostomus,Philometroides,10.2
Catostomus macrocheilus,Philometroides,0
Cottus asper,Philometroides,0
Cottus cognatus,Philometroides,0
Lota lota,Philometroides,0
Mylocheilus caurinus,Philometroides,0
Oncorhynchus nerka,Philometroides,0
Oncorhynchus tshawytscha,Philometroides,0
Prosopium williamsoni,Philometroides,0
Ptychocheilus oregonensis,Philometroides,0
Rhinichthys cataractae,Philometroides,0
Richardsonius balteatus,Philometroides,0
Salmo gairdneri,Philometroides,0
Salvelinus malma,Philometroides,0
Salvelinus namaycush,Philometroides,0
Host species,Philonema,32
Catostomus catostomus,Philonema,0
Catostomus macrocheilus,Philonema,0
Cottus asper,Philonema,0
Cottus cognatus,Philonema,0
Lota lota,Philonema,0
Mylocheilus caurinus,Philonema,0
Oncorhynchus nerka,Philonema,0
Oncorhynchus tshawytscha,Philonema,0
Prosopium williamsoni,Philonema,1.4
Ptychocheilus oregonensis,Philonema,0
Rhinichthys cataractae,Philonema,0
Richardsonius balteatus,Philonema,0
Salmo gairdneri,Philonema,1
Salvelinus malma,Philonema,0
Salvelinus namaycush,Philonema,0
Host species,Philonema.1,33
Catostomus catostomus,Philonema.1,0
Catostomus macrocheilus,Philonema.1,0
Cottus asper,Philonema.1,0
Cottus cognatus,Philonema.1,0
Lota lota,Philonema.1,0
Mylocheilus caurinus,Philonema.1,0
Oncorhynchus nerka,Philonema.1,0
Oncorhynchus tshawytscha,Philonema.1,1.8
Prosopium williamsoni,Philonema.1,0
Ptychocheilus oregonensis,Philonema.1,0
Rhinichthys cataractae,Philonema.1,0
Richardsonius balteatus,Philonema.1,0
Salmo gairdneri,Philonema.1,0
Salvelinus malma,Philonema.1,0
Salvelinus namaycush,Philonema.1,0
Host species,Philonema.2,34
Catostomus catostomus,Philonema.2,0
Catostomus macrocheilus,Philonema.2,0
Cottus asper,Philonema.2,0
Cottus cognatus,Philonema.2,0
Lota lota,Philonema.2,0
Mylocheilus caurinus,Philonema.2,0
Oncorhynchus nerka,Philonema.2,5.6
Oncorhynchus tshawytscha,Philonema.2,0
Prosopium williamsoni,Philonema.2,4.1
Ptychocheilus oregonensis,Philonema.2,0
Rhinichthys cataractae,Philonema.2,0
Richardsonius balteatus,Philonema.2,0
Salmo gairdneri,Philonema.2,7.1
Salvelinus malma,Philonema.2,1.2
Salvelinus namaycush,Philonema.2,0
Host species,Haplonema,35
Catostomus catostomus,Haplonema,0
Catostomus macrocheilus,Haplonema,0
Cottus asper,Haplonema,0
Cottus cognatus,Haplonema,0
Lota lota,Haplonema,22.2
Mylocheilus caurinus,Haplonema,0
Oncorhynchus nerka,Haplonema,0
Oncorhynchus tshawytscha,Haplonema,0
Prosopium williamsoni,Haplonema,2.1
Ptychocheilus oregonensis,Haplonema,0
Rhinichthys cataractae,Haplonema,0
Richardsonius balteatus,Haplonema,0
Salmo gairdneri,Haplonema,3.1
Salvelinus malma,Haplonema,0
Salvelinus namaycush,Haplonema,0
Host species,Cystidicola,36
Catostomus catostomus,Cystidicola,0
Catostomus macrocheilus,Cystidicola,0
Cottus asper,Cystidicola,0
Cottus cognatus,Cystidicola,0
Lota lota,Cystidicola,0
Mylocheilus caurinus,Cystidicola,0
Oncorhynchus nerka,Cystidicola,0
Oncorhynchus tshawytscha,Cystidicola,0
Prosopium williamsoni,Cystidicola,0
Ptychocheilus oregonensis,Cystidicola,0
Rhinichthys cataractae,Cystidicola,0
Richardsonius balteatus,Cystidicola,0
Salmo gairdneri,Cystidicola,0
Salvelinus malma,Cystidicola,1.2
Salvelinus namaycush,Cystidicola,0
Host species,Cystidicoloides,37
Catostomus catostomus,Cystidicoloides,0
Catostomus macrocheilus,Cystidicoloides,0
Cottus asper,Cystidicoloides,0
Cottus cognatus,Cystidicoloides,0
Lota lota,Cystidicoloides,0
Mylocheilus caurinus,Cystidicoloides,0
Oncorhynchus nerka,Cystidicoloides,0
Oncorhynchus tshawytscha,Cystidicoloides,0
Prosopium williamsoni,Cystidicoloides,0
Ptychocheilus oregonensis,Cystidicoloides,0
Rhinichthys cataractae,Cystidicoloides,0
Richardsonius balteatus,Cystidicoloides,0
Salmo gairdneri,Cystidicoloides,6.1
Salvelinus malma,Cystidicoloides,4.7
Salvelinus namaycush,Cystidicoloides,0
Host species,Rhabdochona,38
Catostomus catostomus,Rhabdochona,0
Catostomus macrocheilus,Rhabdochona,0
Cottus asper,Rhabdochona,0
Cottus cognatus,Rhabdochona,0
Lota lota,Rhabdochona,0
Mylocheilus caurinus,Rhabdochona,0
Oncorhynchus nerka,Rhabdochona,0
Oncorhynchus tshawytscha,Rhabdochona,0
Prosopium williamsoni,Rhabdochona,0
Ptychocheilus oregonensis,Rhabdochona,0
Rhinichthys cataractae,Rhabdochona,0
Richardsonius balteatus,Rhabdochona,0
Salmo gairdneri,Rhabdochona,0
Salvelinus malma,Rhabdochona,1.2
Salvelinus namaycush,Rhabdochona,0
Host species,Rhabdochona.1,39
Catostomus catostomus,Rhabdochona.1,0
Catostomus macrocheilus,Rhabdochona.1,0
Cottus asper,Rhabdochona.1,0
Cottus cognatus,Rhabdochona.1,0
Lota lota,Rhabdochona.1,0
Mylocheilus caurinus,Rhabdochona.1,9.1
Oncorhynchus nerka,Rhabdochona.1,0
Oncorhynchus tshawytscha,Rhabdochona.1,0
Prosopium williamsoni,Rhabdochona.1,0
Ptychocheilus oregonensis,Rhabdochona.1,0
Rhinichthys cataractae,Rhabdochona.1,0
Richardsonius balteatus,Rhabdochona.1,5
Salmo gairdneri,Rhabdochona.1,0
Salvelinus malma,Rhabdochona.1,0
Salvelinus namaycush,Rhabdochona.1,0
Host species,Rhabdochona.2,40
Catostomus catostomus,Rhabdochona.2,0
Catostomus macrocheilus,Rhabdochona.2,0
Cottus asper,Rhabdochona.2,0
Cottus cognatus,Rhabdochona.2,26.1
Lota lota,Rhabdochona.2,0
Mylocheilus caurinus,Rhabdochona.2,0
Oncorhynchus nerka,Rhabdochona.2,0
Oncorhynchus tshawytscha,Rhabdochona.2,0
Prosopium williamsoni,Rhabdochona.2,0
Ptychocheilus oregonensis,Rhabdochona.2,0
Rhinichthys cataractae,Rhabdochona.2,0
Richardsonius balteatus,Rhabdochona.2,0
Salmo gairdneri,Rhabdochona.2,0
Salvelinus malma,Rhabdochona.2,0
Salvelinus namaycush,Rhabdochona.2,0
Host species,Rhabdochona.3,41
Catostomus catostomus,Rhabdochona.3,0
Catostomus macrocheilus,Rhabdochona.3,0
Cottus asper,Rhabdochona.3,0
Cottus cognatus,Rhabdochona.3,0
Lota lota,Rhabdochona.3,0
Mylocheilus caurinus,Rhabdochona.3,0
Oncorhynchus nerka,Rhabdochona.3,5.6
Oncorhynchus tshawytscha,Rhabdochona.3,0
